name,type,start_time,duration,miso,mosi
Flipper-W5500,result,1.56935075,0.000003833,0x02,0x2E
Flipper-W5500,result,1.56935475,0.000003833,0x03,0x00
Flipper-W5500,result,1.569361417,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.5693665,0.000000083,,
Flipper-W5500,enable,1.59034625,0.000000083,,
Flipper-W5500,result,1.590347917,0.000003833,0x01,0x00
Flipper-W5500,result,1.590351917,0.000003833,0x02,0x2E
Flipper-W5500,result,1.590355917,0.000003833,0x03,0x00
Flipper-W5500,result,1.590362583,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.590367667,0.000000083,,
Flipper-W5500,enable,1.6113475,0.000000083,,
Flipper-W5500,result,1.611349083,0.000003833,0x01,0x00
Flipper-W5500,result,1.611353083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.611357083,0.000003833,0x03,0x00
Flipper-W5500,result,1.611363833,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.611368833,0.000000083,,
Flipper-W5500,enable,1.6323485,0.000000083,,
Flipper-W5500,result,1.632350167,0.000003833,0x01,0x00
Flipper-W5500,result,1.632354167,0.000003833,0x02,0x2E
Flipper-W5500,result,1.632358167,0.000003833,0x03,0x00
Flipper-W5500,result,1.632364833,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.632369917,0.000000083,,
Flipper-W5500,enable,1.6533515,0.000000083,,
Flipper-W5500,result,1.653353083,0.000003833,0x01,0x00
Flipper-W5500,result,1.653357083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.653361083,0.000003833,0x03,0x00
Flipper-W5500,result,1.65336775,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.653372833,0.000000083,,
Flipper-W5500,enable,1.674350667,0.000000083,,
Flipper-W5500,result,1.674352333,0.000003833,0x01,0x00
Flipper-W5500,result,1.674356333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.674360333,0.000003833,0x03,0x00
Flipper-W5500,result,1.674367,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.674372083,0.000000083,,
Flipper-W5500,enable,1.69535175,0.000000083,,
Flipper-W5500,result,1.695353417,0.000003833,0x01,0x00
Flipper-W5500,result,1.695357417,0.000003833,0x02,0x2E
